Precip,Air_Temp_Max,Air_Temp_Min,DayOfWeek,Operating_Airline,Dest,DestState,DepDelay,DepDel15,DepTimeBlk,Distance,DistanceGroup,DepDelayBinary
0.02,67,51,1,OO,LAX,CA,-6.0,0.0,0600-0659,337.0,2,0
0.0,72,53,1,UA,LIH,HI,3.0,0.0,1600-1659,2447.0,10,1
0.03,68,51,6,B6,BOS,MA,-3.0,0.0,2100-2159,2704.0,11,0
0.13,61,47,6,UA,ORD,IL,-8.0,0.0,0001-0559,1846.0,8,0
0.09,60,46,4,OO,LAX,CA,1.0,0.0,0600-0659,337.0,2,1
0.11,60,48,2,AA,MIA,FL,-8.0,0.0,0800-0859,2585.0,11,0
0.14,61,48,7,OO,ASE,CO,4.0,0.0,1700-1759,848.0,4,1
0.11,65,48,2,DL,MSP,MN,-1.0,0.0,0800-0859,1589.0,7,0
0.09,56,45,5,B6,JFK,NY,-13.0,0.0,0700-0759,2586.0,11,0
0.0,70,53,7,AA,PHL,PA,31.0,1.0,2200-2259,2521.0,11,1
0.0,72,55,1,OO,RDM,OR,-7.0,0.0,1000-1059,462.0,2,0
0.03,67,50,5,UA,IAD,VA,11.0,0.0,2300-2359,2419.0,10,1
0.01,68,53,5,AS,EWR,NJ,55.0,1.0,1000-1059,2565.0,11,1
0.18,57,44,2,DL,DTW,MI,-6.0,0.0,1200-1259,2079.0,9,0
0.01,67,51,5,DL,ATL,GA,3.0,0.0,2200-2259,2139.0,9,1
0.07,62,47,3,OO,FAT,CA,-5.0,0.0,0800-0859,158.0,1,0
0.1,62,48,5,AA,DFW,TX,-4.0,0.0,1400-1459,1464.0,6,0
0.22,60,47,4,B6,JFK,NY,-13.0,0.0,2000-2059,2586.0,11,0
0.06,63,48,1,OO,SEA,WA,-8.0,0.0,1600-1659,679.0,3,0
0.0,73,55,5,OO,SLC,UT,-3.0,0.0,1800-1859,599.0,3,0
0.14,61,47,1,OO,PSP,CA,33.0,1.0,1800-1859,421.0,2,1
0.2,56,44,6,WN,SAN,CA,-2.0,0.0,0700-0759,447.0,2,0
0.0,70,56,4,UA,BOS,MA,70.0,1.0,1600-1659,2704.0,11,1
0.13,59,45,4,OO,FAT,CA,-8.0,0.0,1800-1859,158.0,1,0
0.12,60,46,5,OO,PSP,CA,-4.0,0.0,0900-0959,421.0,2,0
0.0,72,53,1,UA,DEN,CO,14.0,0.0,0800-0859,967.0,4,1
0.02,67,50,4,OO,RNO,NV,-6.0,0.0,1800-1859,192.0,1,0
0.01,67,52,4,F9,LAS,NV,97.0,1.0,2000-2059,414.0,2,1
0.02,64,48,6,AS,SEA,WA,-6.0,0.0,0600-0659,679.0,3,0
0.07,64,47,3,UA,SNA,CA,-7.0,0.0,1800-1859,372.0,2,0
0.17,59,47,5,AS,SEA,WA,10.0,0.0,1200-1259,679.0,3,1
0.17,59,47,5,WN,BUR,CA,-2.0,0.0,1600-1659,326.0,2,0
0.0,68,53,2,AS,AUS,TX,-8.0,0.0,1700-1759,1504.0,7,0
0.12,57,45,5,AS,SEA,WA,-12.0,0.0,1300-1359,679.0,3,0
0.01,71,54,4,UA,CMH,OH,17.0,1.0,2300-2359,2120.0,9,1
0.04,65,50,6,DL,DTW,MI,3.0,0.0,1200-1259,2079.0,9,1
0.02,70,53,1,DL,SLC,UT,-5.0,0.0,1900-1959,599.0,3,0
0.0,72,55,1,QX,RDM,OR,30.0,1.0,1000-1059,462.0,2,1
0.0,72,56,7,QX,RDM,OR,-6.0,0.0,1800-1859,462.0,2,0
0.01,67,52,4,AS,EWR,NJ,-5.0,0.0,2200-2259,2565.0,11,0
0.11,60,48,2,DL,SLC,UT,-11.0,0.0,0600-0659,599.0,3,0
0.13,59,45,4,B6,BOS,MA,-11.0,0.0,1100-1159,2704.0,11,0
0.05,59,45,6,UA,ORD,IL,-3.0,0.0,2300-2359,1846.0,8,0
0.0,69,52,2,QX,GEG,WA,2.0,0.0,1800-1859,733.0,3,1
0.05,63,48,7,AS,SEA,WA,1.0,0.0,1200-1259,679.0,3,1
0.2,56,44,6,AS,SEA,WA,2.0,0.0,1300-1359,679.0,3,1
0.07,64,48,5,UA,ORD,IL,-5.0,0.0,1300-1359,1846.0,8,0
0.01,67,51,5,WN,BUR,CA,8.0,0.0,1400-1459,326.0,2,1
0.0,72,56,6,AS,JFK,NY,-7.0,0.0,1400-1459,2586.0,11,0
0.0,68,53,2,OO,LAX,CA,83.0,1.0,1000-1059,337.0,2,1
0.03,64,49,3,OO,TUS,AZ,-3.0,0.0,0800-0859,751.0,4,0
0.0,70,53,2,AS,SEA,WA,3.0,0.0,1700-1759,679.0,3,1
0.0,72,56,7,UA,PDX,OR,46.0,1.0,1300-1359,550.0,3,1
0.0,72,55,4,OO,SAN,CA,-10.0,0.0,1500-1559,447.0,2,0
0.0,73,55,5,UA,IAD,VA,-3.0,0.0,1300-1359,2419.0,10,0
0.01,67,50,5,OO,SNA,CA,-7.0,0.0,0700-0759,372.0,2,0
0.02,66,48,3,UA,OGG,HI,-1.0,0.0,0900-0959,2338.0,10,0
0.0,72,55,1,UA,AUS,TX,58.0,1.0,1800-1859,1504.0,7,1
0.06,64,50,6,OO,SBP,CA,-2.0,0.0,1600-1659,190.0,1,0
0.11,65,48,2,OO,BOI,ID,-5.0,0.0,0800-0859,522.0,3,0
0.06,63,48,6,OO,SBA,CA,-6.0,0.0,0800-0859,262.0,2,0
0.0,73,54,3,WN,PHX,AZ,36.0,1.0,1900-1959,651.0,3,1
0.11,58,44,1,OO,SAN,CA,-3.0,0.0,1600-1659,447.0,2,0
0.16,60,47,7,UA,JFK,NY,110.0,1.0,0800-0859,2586.0,11,1
0.11,57,44,3,OO,ABQ,NM,-8.0,0.0,1100-1159,896.0,4,0
0.08,62,47,2,UA,DEN,CO,-1.0,0.0,0800-0859,967.0,4,0
0.12,56,43,1,OO,TUS,AZ,40.0,1.0,1900-1959,751.0,4,1
0.08,62,47,2,OO,SAN,CA,35.0,1.0,0600-0659,447.0,2,1
0.01,68,52,7,UA,PDX,OR,20.0,1.0,2200-2259,550.0,3,1
0.03,67,51,3,UA,IND,IN,-1.0,0.0,2200-2259,1943.0,8,0
0.17,58,46,1,OO,PSP,CA,-12.0,0.0,0900-0959,421.0,2,0
0.2,60,46,1,UA,IAH,TX,-6.0,0.0,0800-0859,1635.0,7,0
0.06,64,49,7,UA,ORD,IL,107.0,1.0,1800-1859,1846.0,8,1
0.16,57,45,4,UA,PDX,OR,-8.0,0.0,0800-0859,550.0,3,0
0.0,67,49,2,AS,PDX,OR,1.0,0.0,1300-1359,550.0,3,1
0.02,66,51,2,OO,MRY,CA,-7.0,0.0,2200-2259,77.0,1,0
0.03,68,51,6,UA,PHX,AZ,8.0,0.0,1000-1059,651.0,3,1
0.03,68,51,6,UA,EWR,NJ,5.0,0.0,1300-1359,2565.0,11,1
0.0,72,56,7,UA,MCO,FL,-3.0,0.0,0800-0859,2446.0,10,0
0.11,60,48,2,F9,DEN,CO,16.0,1.0,0001-0559,967.0,4,1
0.01,69,52,1,AA,DFW,TX,2.0,0.0,1500-1559,1464.0,6,1
0.11,58,44,1,UA,EWR,NJ,82.0,1.0,2300-2359,2565.0,11,1
0.0,68,53,6,UA,SEA,WA,-7.0,0.0,0800-0859,679.0,3,0
0.0,74,56,2,UA,ORD,IL,58.0,1.0,2300-2359,1846.0,8,1
0.0,71,56,5,UA,HNL,HI,-1.0,0.0,1900-1959,2398.0,10,0
0.01,70,53,4,OO,TUS,AZ,38.0,1.0,1300-1359,751.0,4,1
0.03,64,49,3,AA,CLT,NC,-6.0,0.0,0800-0859,2296.0,10,0
0.0,67,50,3,UA,IAH,TX,138.0,1.0,1600-1659,1635.0,7,1
0.09,62,47,2,UA,LAX,CA,-3.0,0.0,1900-1959,337.0,2,0
0.06,65,50,3,UA,SEA,WA,-2.0,0.0,0800-0859,679.0,3,0
0.13,60,47,4,OO,GEG,WA,9.0,0.0,1700-1759,733.0,3,1
0.02,68,52,6,OO,LAX,CA,15.0,1.0,2200-2259,337.0,2,1
0.06,58,44,2,AA,PHX,AZ,-9.0,0.0,0900-0959,651.0,3,0
0.04,67,50,4,OO,SAN,CA,41.0,1.0,1000-1059,447.0,2,1
0.0,71,54,2,AA,PHX,AZ,-7.0,0.0,0600-0659,651.0,3,0
0.08,55,43,5,OO,BFL,CA,-11.0,0.0,1100-1159,238.0,1,0
0.16,56,44,3,WN,LAS,NV,3.0,0.0,1700-1759,414.0,2,1
0.0,72,54,1,UA,SLC,UT,2.0,0.0,1600-1659,599.0,3,1
0.1,62,48,5,UA,MCO,FL,-2.0,0.0,2200-2259,2446.0,10,0
0.06,64,49,7,UA,SAN,CA,-2.0,0.0,1300-1359,447.0,2,0
0.0,70,56,4,UA,HNL,HI,9.0,0.0,1100-1159,2398.0,10,1
0.0,69,53,7,UA,SBA,CA,4.0,0.0,2000-2059,262.0,2,1
0.0,68,53,2,UA,AUS,TX,12.0,0.0,2300-2359,1504.0,7,1
0.01,67,50,2,UA,LAX,CA,-3.0,0.0,1000-1059,337.0,2,0
0.0,72,55,4,OO,OTH,OR,0.0,0.0,1100-1159,412.0,2,0
0.07,63,48,5,OO,RDD,CA,-4.0,0.0,1800-1859,199.0,1,0
0.09,58,44,6,UA,ORD,IL,-2.0,0.0,0600-0659,1846.0,8,0
0.11,57,44,3,OO,TUS,AZ,-5.0,0.0,2000-2059,751.0,4,0
0.01,69,52,4,OO,BOI,ID,-6.0,0.0,0700-0759,522.0,3,0
0.02,66,48,3,WN,LAX,CA,22.0,1.0,2100-2159,337.0,2,1
0.0,72,56,5,UA,ABQ,NM,-5.0,0.0,0800-0859,896.0,4,0
0.06,67,53,5,UA,LIH,HI,25.0,1.0,1600-1659,2447.0,10,1
0.01,67,52,4,UA,PDX,OR,-1.0,0.0,1300-1359,550.0,3,0
0.07,64,47,3,UA,CLE,OH,-4.0,0.0,1400-1459,2161.0,9,0
0.07,64,47,7,UA,PHL,PA,119.0,1.0,2300-2359,2521.0,11,1
0.09,56,45,5,UA,SNA,CA,-14.0,0.0,1000-1059,372.0,2,0
0.17,58,46,1,AS,SEA,WA,-8.0,0.0,0600-0659,679.0,3,0
0.05,60,47,7,UA,DEN,CO,-2.0,0.0,0001-0559,967.0,4,0
0.0,73,54,6,WN,PHX,AZ,1.0,0.0,0001-0559,651.0,3,1
0.1,62,47,1,B6,FLL,FL,-2.0,0.0,2300-2359,2584.0,11,0
0.01,67,51,6,UA,IND,IN,0.0,0.0,2300-2359,1943.0,8,0
0.0,71,54,6,UA,ONT,CA,0.0,0.0,2200-2259,363.0,2,0
0.1,59,46,3,AA,JFK,NY,-7.0,0.0,1200-1259,2586.0,11,0
0.01,68,53,5,OO,SAN,CA,19.0,1.0,2200-2259,447.0,2,1
0.08,55,43,5,AA,DFW,TX,-8.0,0.0,1400-1459,1464.0,6,0
0.06,62,47,1,UA,DEN,CO,-5.0,0.0,0800-0859,967.0,4,0
0.0,72,54,1,AS,DAL,TX,-11.0,0.0,0900-0959,1476.0,6,0
0.09,62,48,4,UA,BNA,TN,-4.0,0.0,1000-1059,1969.0,8,0
0.01,67,50,2,UA,BNA,TN,-10.0,0.0,1000-1059,1969.0,8,0
0.0,70,53,7,OO,BFL,CA,0.0,0.0,2200-2259,238.0,1,0
0.09,62,48,4,OO,LAX,CA,-9.0,0.0,1900-1959,337.0,2,0
0.06,55,44,6,UA,KOA,HI,13.0,0.0,1600-1659,2367.0,10,1
0.0,73,55,5,WN,BUR,CA,33.0,1.0,0900-0959,326.0,2,1
0.1,57,43,4,UA,DEN,CO,0.0,0.0,1800-1859,967.0,4,0
0.03,63,48,4,AS,ORD,IL,-7.0,0.0,1100-1159,1846.0,8,0
0.01,67,50,2,UA,BOS,MA,7.0,0.0,1300-1359,2704.0,11,1
0.0,71,55,3,UA,SAN,CA,3.0,0.0,1200-1259,447.0,2,1
0.07,62,47,3,UA,SAN,CA,-6.0,0.0,0800-0859,447.0,2,0
0.01,69,52,4,AA,DFW,TX,504.0,1.0,0800-0859,1464.0,6,1
0.02,65,48,4,UA,MFR,OR,58.0,1.0,2200-2259,329.0,2,1
0.0,74,55,3,UA,OGG,HI,-2.0,0.0,1600-1659,2338.0,10,0
0.1,56,44,7,B6,BOS,MA,2.0,0.0,2000-2059,2704.0,11,1
0.09,62,47,2,UA,LIH,HI,-5.0,0.0,1800-1859,2447.0,10,0
0.0,69,52,3,DL,LAX,CA,9.0,0.0,1500-1559,337.0,2,1
0.01,70,54,3,UA,SAN,CA,-3.0,0.0,1000-1059,447.0,2,0
0.09,59,45,3,OO,PSP,CA,-4.0,0.0,1900-1959,421.0,2,0
0.11,63,48,7,UA,PHX,AZ,-3.0,0.0,1900-1959,651.0,3,0
0.01,67,51,7,UA,LAS,NV,125.0,1.0,1900-1959,414.0,2,1
0.0,72,54,7,UA,SAT,TX,8.0,0.0,1000-1059,1482.0,6,1
0.15,60,46,2,DL,DTW,MI,-6.0,0.0,0900-0959,2079.0,9,0
0.14,61,47,1,AS,JFK,NY,5.0,0.0,1300-1359,2586.0,11,1
0.07,63,48,5,WN,LAS,NV,4.0,0.0,1700-1759,414.0,2,1
0.02,68,52,2,OO,ACV,CA,-2.0,0.0,1000-1059,250.0,2,0
0.24,60,47,6,AS,LAS,NV,-12.0,0.0,1300-1359,414.0,2,0
0.04,64,48,5,AS,SEA,WA,-2.0,0.0,1400-1459,679.0,3,0
0.16,56,44,3,OO,ONT,CA,6.0,0.0,1300-1359,363.0,2,1
0.06,64,49,7,UA,BNA,TN,-5.0,0.0,1000-1059,1969.0,8,0
0.09,60,46,4,UA,LAX,CA,-3.0,0.0,0800-0859,337.0,2,0
0.06,67,53,5,AA,DFW,TX,-5.0,0.0,0800-0859,1464.0,6,0
0.0,68,53,6,OO,SBP,CA,5.0,0.0,2200-2259,190.0,1,1
0.0,72,54,4,AS,JFK,NY,-3.0,0.0,2200-2259,2586.0,11,0
0.13,60,47,4,OO,BIH,CA,-7.0,0.0,1200-1259,221.0,1,0
0.08,55,43,5,WN,PHX,AZ,0.0,0.0,1000-1059,651.0,3,0
0.17,58,46,1,OO,SBP,CA,-7.0,0.0,2200-2259,190.0,1,0
0.04,65,50,6,B6,JFK,NY,-7.0,0.0,0600-0659,2586.0,11,0
0.05,63,48,5,AA,JFK,NY,-11.0,0.0,0600-0659,2586.0,11,0
0.16,57,45,4,OO,SEA,WA,-10.0,0.0,1000-1059,679.0,3,0
0.09,62,48,4,UA,LAS,NV,-4.0,0.0,1900-1959,414.0,2,0
0.06,62,47,1,DL,BOS,MA,1.0,0.0,1500-1559,2704.0,11,1
0.0,71,54,2,UA,EWR,NJ,7.0,0.0,1600-1659,2565.0,11,1
0.0,73,55,5,OO,LAX,CA,-6.0,0.0,0700-0759,337.0,2,0
0.0,72,55,7,AA,CLT,NC,-4.0,0.0,1300-1359,2296.0,10,0
0.0,71,55,3,UA,PDX,OR,-10.0,0.0,2000-2059,550.0,3,0
0.04,63,50,7,UA,TPA,FL,8.0,0.0,1000-1059,2393.0,10,1
0.02,67,50,4,UA,HNL,HI,-1.0,0.0,1100-1159,2398.0,10,0
0.08,57,44,1,OO,LAX,CA,8.0,0.0,1400-1459,337.0,2,1
0.0,69,52,2,UA,ORD,IL,4.0,0.0,1000-1059,1846.0,8,1
0.09,58,44,7,AA,MIA,FL,-5.0,0.0,1300-1359,2585.0,11,0
0.04,66,50,6,UA,SEA,WA,-7.0,0.0,0800-0859,679.0,3,0
0.09,56,45,5,UA,LAS,NV,-3.0,0.0,1300-1359,414.0,2,0
0.01,68,53,5,AA,PHX,AZ,140.0,1.0,1600-1659,651.0,3,1
0.15,58,46,2,WN,SAN,CA,-1.0,0.0,1500-1559,447.0,2,0
0.1,57,43,4,DL,DTW,MI,-2.0,0.0,0900-0959,2079.0,9,0
0.01,68,52,7,WN,SAN,CA,24.0,1.0,2100-2159,447.0,2,1
0.06,65,50,3,UA,DEN,CO,6.0,0.0,1800-1859,967.0,4,1
0.03,63,48,4,DL,DTW,MI,-2.0,0.0,1200-1259,2079.0,9,0
0.07,62,47,3,OO,LAX,CA,-10.0,0.0,0800-0859,337.0,2,0
0.01,71,55,3,OO,LAX,CA,-4.0,0.0,0800-0859,337.0,2,0
0.01,67,51,5,OO,BZN,MT,-6.0,0.0,1000-1059,807.0,4,0
0.07,62,47,3,AS,LAS,NV,16.0,1.0,2000-2059,414.0,2,1
0.17,62,48,2,OO,BOI,ID,-1.0,0.0,1300-1359,522.0,3,0
0.07,64,47,3,UA,LAX,CA,-4.0,0.0,0001-0559,337.0,2,0
0.06,63,48,1,UA,TPA,FL,27.0,1.0,2300-2359,2393.0,10,1
0.06,64,49,7,UA,DEN,CO,6.0,0.0,1600-1659,967.0,4,1
0.15,58,46,2,OO,FAT,CA,-6.0,0.0,0800-0859,158.0,1,0
0.0,67,52,3,AA,JFK,NY,0.0,0.0,0600-0659,2586.0,11,0
0.0,73,55,1,AA,DFW,TX,29.0,1.0,1000-1059,1464.0,6,1
0.16,57,45,4,UA,JFK,NY,-6.0,0.0,1300-1359,2586.0,11,0
0.0,72,56,3,OO,BOI,ID,-1.0,0.0,0900-0959,522.0,3,0
0.01,69,52,1,OO,SBP,CA,-1.0,0.0,2200-2259,190.0,1,0
0.11,63,48,7,AS,SEA,WA,87.0,1.0,2100-2159,679.0,3,1
0.0,74,55,3,WN,PHX,AZ,-5.0,0.0,0001-0559,651.0,3,0
0.17,59,47,5,OO,MFR,OR,-5.0,0.0,1000-1059,329.0,2,0
0.0,70,53,5,OO,BUR,CA,-4.0,0.0,0800-0859,326.0,2,0
0.09,64,49,1,AS,SAN,CA,12.0,0.0,1000-1059,447.0,2,1
0.04,63,50,7,B6,JFK,NY,-14.0,0.0,2000-2059,2586.0,11,0
0.06,62,47,1,UA,FLL,FL,-4.0,0.0,2200-2259,2584.0,11,0
0.06,62,47,6,DL,ATL,GA,-3.0,0.0,0600-0659,2139.0,9,0
0.11,59,45,4,UA,DEN,CO,1.0,0.0,1200-1259,967.0,4,1
0.0,71,56,5,UA,DCA,VA,-8.0,0.0,0800-0859,2442.0,10,0
0.01,69,52,1,OO,RDM,OR,-11.0,0.0,2200-2259,462.0,2,0
0.07,66,49,2,AS,LAS,NV,-9.0,0.0,0700-0759,414.0,2,0
0.06,65,50,3,OO,SNA,CA,-7.0,0.0,1300-1359,372.0,2,0
0.0,69,53,7,OO,TUS,AZ,-2.0,0.0,1300-1359,751.0,4,0
0.02,67,51,1,UA,LAX,CA,-1.0,0.0,1600-1659,337.0,2,0
0.0,67,52,3,UA,LAS,NV,-7.0,0.0,2200-2259,414.0,2,0
0.1,59,46,3,OO,RDM,OR,-9.0,0.0,1600-1659,462.0,2,0
0.01,68,53,5,AS,JFK,NY,8.0,0.0,1400-1459,2586.0,11,1
0.01,68,52,5,DL,MSP,MN,26.0,1.0,1200-1259,1589.0,7,1
0.0,67,52,3,OO,PSC,WA,33.0,1.0,1000-1059,620.0,3,1
0.0,73,55,1,B6,BOS,MA,-4.0,0.0,2200-2259,2704.0,11,0
0.0,72,56,6,UA,SEA,WA,-6.0,0.0,1300-1359,679.0,3,0
0.06,64,49,7,OO,MRY,CA,-9.0,0.0,2200-2259,77.0,1,0
0.13,62,48,3,OO,AUS,TX,0.0,0.0,1200-1259,1504.0,7,0
0.12,56,43,1,AS,SEA,WA,9.0,0.0,1800-1859,679.0,3,1
0.13,60,47,4,DL,ATL,GA,-8.0,0.0,0800-0859,2139.0,9,0
0.0,73,54,3,UA,IAH,TX,-1.0,0.0,0900-0959,1635.0,7,0
0.11,62,48,3,OO,SNA,CA,21.0,1.0,1400-1459,372.0,2,1
0.0,72,54,7,OO,LAX,CA,5.0,0.0,1700-1759,337.0,2,1
0.01,68,52,7,UA,PDX,OR,-2.0,0.0,0800-0859,550.0,3,0
0.13,62,48,3,AS,JFK,NY,-5.0,0.0,0700-0759,2586.0,11,0
0.07,66,49,2,AS,BOS,MA,26.0,1.0,0800-0859,2704.0,11,1
0.07,64,47,7,OO,PSP,CA,-7.0,0.0,0900-0959,421.0,2,0
0.0,71,55,6,UA,SAN,CA,-3.0,0.0,0800-0859,447.0,2,0
0.0,72,53,1,AA,PHL,PA,8.0,0.0,1200-1259,2521.0,11,1
0.07,62,47,3,AA,MIA,FL,27.0,1.0,1300-1359,2585.0,11,1
0.0,73,54,6,WN,PHX,AZ,-3.0,0.0,0900-0959,651.0,3,0
0.01,67,51,6,UA,KOA,HI,-3.0,0.0,1100-1159,2367.0,10,0
0.0,67,50,3,AS,DAL,TX,-7.0,0.0,1300-1359,1476.0,6,0
0.13,56,44,4,UA,OGG,HI,-3.0,0.0,1100-1159,2338.0,10,0
0.03,63,48,2,AA,PHX,AZ,-4.0,0.0,0001-0559,651.0,3,0
0.0,70,53,4,UA,PIT,PA,-7.0,0.0,2300-2359,2254.0,10,0
0.0,70,53,2,OO,PSP,CA,18.0,1.0,1900-1959,421.0,2,1
0.01,69,52,4,OO,BOI,ID,-5.0,0.0,1300-1359,522.0,3,0
0.0,69,53,7,AS,IAD,VA,-5.0,0.0,0900-0959,2419.0,10,0
0.0,73,56,1,UA,DFW,TX,-6.0,0.0,1000-1059,1464.0,6,0
0.15,58,46,2,OO,RDD,CA,-6.0,0.0,2200-2259,199.0,1,0
0.0,72,56,2,UA,EWR,NJ,41.0,1.0,1200-1259,2565.0,11,1
0.01,68,53,5,UA,PIT,PA,-2.0,0.0,2300-2359,2254.0,10,0
0.04,65,50,5,UA,SEA,WA,-7.0,0.0,0800-0859,679.0,3,0
0.02,67,50,4,OO,RDD,CA,-5.0,0.0,1800-1859,199.0,1,0
0.01,68,52,5,UA,PHX,AZ,-6.0,0.0,1900-1959,651.0,3,0
0.2,63,48,4,OO,SBP,CA,10.0,0.0,1600-1659,190.0,1,1
0.01,68,52,1,UA,LAX,CA,-5.0,0.0,0600-0659,337.0,2,0
0.05,63,48,7,OO,TUS,AZ,-1.0,0.0,0800-0859,751.0,4,0
0.12,56,43,1,UA,DCA,VA,42.0,1.0,0800-0859,2442.0,10,1
0.07,64,47,3,UA,LIH,HI,2.0,0.0,0900-0959,2447.0,10,1
0.0,71,55,6,UA,IAH,TX,-1.0,0.0,0900-0959,1635.0,7,0
0.15,60,46,2,UA,DEN,CO,9.0,0.0,1600-1659,967.0,4,1
0.12,57,44,7,AS,SEA,WA,-13.0,0.0,0800-0859,679.0,3,0
0.0,70,53,5,DL,SLC,UT,7.0,0.0,0001-0559,599.0,3,1
0.13,60,47,6,B6,LAX,CA,8.0,0.0,1900-1959,337.0,2,1
0.08,55,43,5,OO,SLC,UT,158.0,1.0,0800-0859,599.0,3,1
0.2,60,46,1,B6,LAX,CA,-12.0,0.0,1700-1759,337.0,2,0
0.0,70,56,4,OO,SEA,WA,15.0,1.0,1100-1159,679.0,3,1
0.0,71,54,2,B6,FLL,FL,-7.0,0.0,1100-1159,2584.0,11,0
0.03,63,48,2,OO,ACV,CA,0.0,0.0,1800-1859,250.0,2,0
0.0,72,56,5,UA,LAS,NV,10.0,0.0,1900-1959,414.0,2,1
0.01,68,52,1,UA,MFR,OR,18.0,1.0,2200-2259,329.0,2,1
0.09,58,44,7,OO,BOI,ID,4.0,0.0,1800-1859,522.0,3,1
0.0,73,55,1,AA,PHX,AZ,67.0,1.0,0600-0659,651.0,3,1
0.01,67,51,5,UA,KOA,HI,0.0,0.0,1600-1659,2367.0,10,0
0.01,67,51,5,OO,RNO,NV,-4.0,0.0,1400-1459,192.0,1,0
0.04,68,52,7,UA,BOS,MA,-1.0,0.0,1600-1659,2704.0,11,0
0.13,60,47,6,AA,DFW,TX,2.0,0.0,1600-1659,1464.0,6,1
0.13,61,47,6,AA,CLT,NC,-4.0,0.0,0800-0859,2296.0,10,0
0.0,72,56,7,OO,FCA,MT,-5.0,0.0,1200-1259,844.0,4,0
0.0,72,54,5,OO,SEA,WA,-4.0,0.0,1100-1159,679.0,3,0
0.2,63,48,4,DL,SLC,UT,-3.0,0.0,0600-0659,599.0,3,0
0.01,69,52,1,AA,JFK,NY,-6.0,0.0,2200-2259,2586.0,11,0
0.4,55,43,2,F9,DEN,CO,-2.0,0.0,0001-0559,967.0,4,0
0.0,67,49,2,OO,RNO,NV,-1.0,0.0,0800-0859,192.0,1,0
0.0,72,54,7,UA,IAH,TX,13.0,0.0,0900-0959,1635.0,7,1
0.08,56,43,2,DL,SLC,UT,-12.0,0.0,1300-1359,599.0,3,0
0.06,58,44,2,OO,SLC,UT,-5.0,0.0,0900-0959,599.0,3,0
0.0,70,56,4,WN,SAN,CA,7.0,0.0,1200-1259,447.0,2,1
0.16,56,44,7,AA,JFK,NY,1.0,0.0,2200-2259,2586.0,11,1
0.0,72,53,1,AS,PDX,OR,-5.0,0.0,1800-1859,550.0,3,0
0.0,72,56,2,UA,BOS,MA,-7.0,0.0,1300-1359,2704.0,11,0
0.06,64,49,7,OO,LAX,CA,-5.0,0.0,0600-0659,337.0,2,0
0.0,71,54,7,UA,MFR,OR,-6.0,0.0,2300-2359,329.0,2,0
0.13,54,43,4,AS,LAX,CA,-7.0,0.0,1600-1659,337.0,2,0
0.02,65,48,4,UA,DEN,CO,15.0,1.0,1900-1959,967.0,4,1
0.02,67,50,4,DL,MSP,MN,-6.0,0.0,0600-0659,1589.0,7,0
0.0,71,55,3,AS,LAS,NV,-8.0,0.0,0600-0659,414.0,2,0
0.11,63,48,7,DL,MSP,MN,7.0,0.0,1200-1259,1589.0,7,1
0.17,62,48,2,AS,SEA,WA,-11.0,0.0,0600-0659,679.0,3,0
0.0,72,54,5,UA,DEN,CO,23.0,1.0,0800-0859,967.0,4,1
0.0,69,51,7,OO,SAN,CA,13.0,0.0,1100-1159,447.0,2,1
0.0,73,55,1,OO,SAN,CA,6.0,0.0,1300-1359,447.0,2,1
0.0,70,56,4,B6,BOS,MA,125.0,1.0,1000-1059,2704.0,11,1
0.0,72,55,7,UA,SEA,WA,-5.0,0.0,2200-2259,679.0,3,0
0.01,67,51,7,B6,FLL,FL,174.0,1.0,1200-1259,2584.0,11,1
0.17,62,48,2,UA,RSW,FL,-3.0,0.0,0900-0959,2481.0,10,0
0.01,71,55,2,AS,JFK,NY,-6.0,0.0,2300-2359,2586.0,11,0
0.0,67,49,2,AS,LAS,NV,-9.0,0.0,0700-0759,414.0,2,0
0.0,69,51,7,UA,LAX,CA,-5.0,0.0,0600-0659,337.0,2,0
0.2,60,46,1,OO,BZN,MT,0.0,0.0,1000-1059,807.0,4,0
0.09,58,44,7,UA,DEN,CO,7.0,0.0,1600-1659,967.0,4,1
0.0,72,54,4,WN,SAN,CA,58.0,1.0,1700-1759,447.0,2,1
0.09,60,46,4,OO,TUS,AZ,19.0,1.0,1600-1659,751.0,4,1
0.0,72,55,6,OO,OTH,OR,-6.0,0.0,1000-1059,412.0,2,0
0.0,73,54,2,WN,SAN,CA,0.0,0.0,0800-0859,447.0,2,0
0.11,62,48,3,UA,EWR,NJ,4.0,0.0,1200-1259,2565.0,11,1
0.11,60,45,5,OO,MFR,OR,0.0,0.0,2200-2259,329.0,2,0
0.04,68,52,7,B6,BOS,MA,-8.0,0.0,2300-2359,2704.0,11,0
0.17,59,47,5,OO,EUG,OR,0.0,0.0,1600-1659,451.0,2,0
0.1,57,43,4,UA,LIH,HI,32.0,1.0,1800-1859,2447.0,10,1
0.31,59,46,2,AA,MIA,FL,-4.0,0.0,2100-2159,2585.0,11,0
0.0,73,55,5,UA,PDX,OR,11.0,0.0,1800-1859,550.0,3,1
0.13,54,43,4,WN,LAS,NV,-3.0,0.0,0700-0759,414.0,2,0
0.0,71,54,2,UA,IAD,VA,9.0,0.0,1300-1359,2419.0,10,1
0.01,67,50,5,OO,BOI,ID,-4.0,0.0,0800-0859,522.0,3,0
